TRAITID	SORT	TRAIT	plat	SHORTNAME	id
PM32846	4106	X-11529 [plasma]	PM	PM: X-11529	PM: X-11529
PM32847	4107	X-11530 [plasma]	PM	PM: X-11530	PM: X-11530
PM32850	4108	X-11533 [plasma]	PM	PM: X-11533	PM: X-11533
PM32854	4109	X-11537 [plasma]	PM	PM: X-11537	PM: X-11537
PM32855	4110	X-11538 [plasma]	PM	PM: X-11538	PM: X-11538
PM32857	4111	X-11540 [plasma]	PM	PM: X-11540	PM: X-11540
PM32866	4112	X-11549 [plasma]	PM	PM: X-11549	PM: X-11549
PM32867	4113	X-11550 [plasma]	PM	PM: X-11550	PM: X-11550
PM32878	4114	X-11561 [plasma]	PM	PM: X-11561	PM: X-11561
PM32881	4115	X-11564 [plasma]	PM	PM: X-11564	PM: X-11564
PM32910	4116	X-11593 [plasma]	PM	PM: X-11593	PM: X-11593
PM32957	4117	X-11640 [plasma]	PM	PM: X-11640	PM: X-11640
PM32996	4119	X-11668 [plasma]	PM	PM: X-11668	PM: X-11668
PM33009	3909	homostachydrine* [plasma]	PM	PM: homostachydrine*	PM: homostachydrine*
PM33031	4120	X-11687 [plasma]	PM	PM: X-11687	PM: X-11687
PM33132	4121	X-11787 [plasma]	PM	PM: X-11787	PM: X-11787
PM33140	4122	X-11795 [plasma]	PM	PM: X-11795	PM: X-11795
PM33163	4123	X-11818 [plasma]	PM	PM: X-11818	PM: X-11818
PM33165	4124	X-11820 [plasma]	PM	PM: X-11820	PM: X-11820
PM33183	4128	X-11838 [plasma]	PM	PM: X-11838	PM: X-11838
PM33188	4129	X-11843 [plasma]	PM	PM: X-11843	PM: X-11843
PM33190	4130	X-11845 [plasma]	PM	PM: X-11845	PM: X-11845
PM33192	4131	X-11847 [plasma]	PM	PM: X-11847	PM: X-11847
PM33194	4132	X-11849 [plasma]	PM	PM: X-11849	PM: X-11849
PM33195	4133	X-11850 [plasma]	PM	PM: X-11850	PM: X-11850
PM33197	4135	X-11852 [plasma]	PM	PM: X-11852	PM: X-11852
PM33203	4137	X-11858 [plasma]	PM	PM: X-11858	PM: X-11858
PM33221	4138	X-11876 [plasma]	PM	PM: X-11876	PM: X-11876
PM33225	4139	X-11880 [plasma]	PM	PM: X-11880	PM: X-11880
PM33228	3669	1-arachidonoylglycerophosphocholine* [plasma]	PM	PM: 1-arachidonoylglycerophosphocholine*	PM: 1-arachidonoylglycerophosphocholine*
PM33230	3687	1-palmitoleoylglycerophosphocholine* [plasma]	PM	PM: 1-palmitoleoylglycerophosphocholine*	PM: 1-palmitoleoylglycerophosphocholine*
PM33248	4127	X-11837 [plasma]	PM	PM: X-11837	PM: X-11837
PM33250	4141	X-11905 [plasma]	PM	PM: X-11905	PM: X-11905
PM33353	4142	X-12007 [plasma]	PM	PM: X-12007	PM: X-12007
PM33380	4144	X-12029 [plasma]	PM	PM: X-12029	PM: X-12029
PM33389	4145	X-12038 [plasma]	PM	PM: X-12038	PM: X-12038
PM33390	4146	X-12039 [plasma]	PM	PM: X-12039	PM: X-12039
PM33391	4147	X-12040 [plasma]	PM	PM: X-12040	PM: X-12040
PM33403	4148	X-12051 [plasma]	PM	PM: X-12051	PM: X-12051
PM33408	4149	X-12056 [plasma]	PM	PM: X-12056	PM: X-12056
PM33415	4150	X-12063 [plasma]	PM	PM: X-12063	PM: X-12063
PM33420	3883	gamma-tocopherol [plasma]	PM	PM: gamma-tocopherol	PM: gamma-tocopherol
PM33422	3880	gamma-glutamylphenylalanine [plasma]	PM	PM: gamma-glutamylphenylalanine	PM: gamma-glutamylphenylalanine
PM33441	3923	isobutyrylcarnitine [plasma]	PM	PM: isobutyrylcarnitine	PM: isobutyrylcarnitine
PM33442	4011	pseudouridine [plasma]	PM	PM: pseudouridine	PM: pseudouridine
PM33447	3989	palmitoleate (16:1n7) [plasma]	PM	PM: palmitoleate (16:1n7)	PM: palmitoleate (16:1n7)
PM33453	3788	alpha-ketoglutarate [plasma]	PM	PM: alpha-ketoglutarate	PM: alpha-ketoglutarate
PM33477	3867	erythronate* [plasma]	PM	PM: erythronate*	PM: erythronate*
PM33507	4152	X-12092 [plasma]	PM	PM: X-12092	PM: X-12092
PM33510	4153	X-12095 [plasma]	PM	PM: X-12095	PM: X-12095
PM33516	4155	X-12101 [plasma]	PM	PM: X-12101	PM: X-12101
PM33530	4159	X-12115 [plasma]	PM	PM: X-12115	PM: X-12115
PM33534	4160	X-12119 [plasma]	PM	PM: X-12119	PM: X-12119
PM33543	4161	X-12128 [plasma]	PM	PM: X-12128	PM: X-12128
PM33587	3864	eicosenoate (20:1n9 or 11) [plasma]	PM	PM: eicosenoate (20:1n9 or 11)	PM: eicosenoate (20:1n9 or 11)
PM33610	4170	X-12189 [plasma]	PM	PM: X-12189	PM: X-12189
PM33633	4172	X-12212 [plasma]	PM	PM: X-12212	PM: X-12212
PM33637	4173	X-12216 [plasma]	PM	PM: X-12216	PM: X-12216
PM33652	4174	X-12230 [plasma]	PM	PM: X-12230	PM: X-12230
PM33653	4175	X-12231 [plasma]	PM	PM: X-12231	PM: X-12231
PM33658	4176	X-12236 [plasma]	PM	PM: X-12236	PM: X-12236
PM33680	4179	X-12258 [plasma]	PM	PM: X-12258	PM: X-12258
PM33782	4072	X-10346 [plasma]	PM	PM: X-10346	PM: X-10346
PM33821	3675	1-eicosatrienoylglycerophosphocholine* [plasma]	PM	PM: 1-eicosatrienoylglycerophosphocholine*	PM: 1-eicosatrienoylglycerophosphocholine*
PM33822	3672	1-docosahexaenoylglycerophosphocholine* [plasma]	PM	PM: 1-docosahexaenoylglycerophosphocholine*	PM: 1-docosahexaenoylglycerophosphocholine*
PM33833	4183	X-12405 [plasma]	PM	PM: X-12405	PM: X-12405
PM33835	4184	X-12407 [plasma]	PM	PM: X-12407	PM: X-12407
PM33838	4185	X-12410 [plasma]	PM	PM: X-12410	PM: X-12410
PM33839	4186	X-12411 [plasma]	PM	PM: X-12411	PM: X-12411
PM33871	3674	1-eicosadienoylglycerophosphocholine* [plasma]	PM	PM: 1-eicosadienoylglycerophosphocholine*	PM: 1-eicosadienoylglycerophosphocholine*
PM33884	4187	X-12442 [plasma]	PM	PM: X-12442	PM: X-12442
PM33892	4189	X-12450 [plasma]	PM	PM: X-12450	PM: X-12450
PM33904	4190	X-12459 [plasma]	PM	PM: X-12459	PM: X-12459
PM33910	4191	X-12465 [plasma]	PM	PM: X-12465	PM: X-12465
PM33935	4003	piperine [plasma]	PM	PM: piperine	PM: piperine
PM33936	3978	octanoylcarnitine [plasma]	PM	PM: octanoylcarnitine	PM: octanoylcarnitine
PM33937	3786	alpha-hydroxyisovalerate [plasma]	PM	PM: alpha-hydroxyisovalerate	PM: alpha-hydroxyisovalerate
PM33941	3846	decanoylcarnitine [plasma]	PM	PM: decanoylcarnitine	PM: decanoylcarnitine
PM33950	3962	N-acetylphenylalanine [plasma]	PM	PM: N-acetylphenylalanine	PM: N-acetylphenylalanine
PM33957	3676	1-heptadecanoylglycerophosphocholine [plasma]	PM	PM: 1-heptadecanoylglycerophosphocholine	PM: 1-heptadecanoylglycerophosphocholine
PM33959	3964	N-acetyltryptophan [plasma]	PM	PM: N-acetyltryptophan	PM: N-acetyltryptophan
PM33960	3685	1-oleoylglycerophosphocholine [plasma]	PM	PM: 1-oleoylglycerophosphocholine	PM: 1-oleoylglycerophosphocholine
PM33961	3693	1-stearoylglycerophosphocholine [plasma]	PM	PM: 1-stearoylglycerophosphocholine	PM: 1-stearoylglycerophosphocholine
PM33964	3910	HWESASLLR [plasma]	PM	PM: HWESASLLR	PM: HWESASLLR
PM33968	3767	5-dodecenoate (12:1n7) [plasma]	PM	PM: 5-dodecenoate (12:1n7)	PM: 5-dodecenoate (12:1n7)
PM33969	4031	stearidonate (18:4n3) [plasma]	PM	PM: stearidonate (18:4n3)	PM: stearidonate (18:4n3)
PM33971	3696	10-heptadecenoate (17:1n7) [plasma]	PM	PM: 10-heptadecenoate (17:1n7)	PM: 10-heptadecenoate (17:1n7)
PM33972	3697	10-nonadecenoate (19:1n9) [plasma]	PM	PM: 10-nonadecenoate (19:1n9)	PM: 10-nonadecenoate (19:1n9)
PM33973	3865	epiandrosterone sulfate [plasma]	PM	PM: epiandrosterone sulfate	PM: epiandrosterone sulfate
PM34035	3936	linolenate [alpha or gamma; (18:3n3 or 6)] [plasma]	PM	PM: linolenate	PM: linolenate
PM34040	4192	X-12510 [plasma]	PM	PM: X-12510	PM: X-12510
PM34214	3671	1-arachidonoylglycerophosphoinositol* [plasma]	PM	PM: 1-arachidonoylglycerophosphoinositol*	PM: 1-arachidonoylglycerophosphoinositol*
PM34244	4194	X-12644 [plasma]	PM	PM: X-12644	PM: X-12644
PM34265	4195	X-12660 [plasma]	PM	PM: X-12660	PM: X-12660
PM34283	3798	asparagine [plasma]	PM	PM: asparagine	PM: asparagine
PM34317	4197	X-12707 [plasma]	PM	PM: X-12707	PM: X-12707
PM34339	4200	X-12729 [plasma]	PM	PM: X-12729	PM: X-12729
PM34340	4201	X-12730 [plasma]	PM	PM: X-12730	PM: X-12730
PM34344	4202	X-12734 [plasma]	PM	PM: X-12734	PM: X-12734
PM34350	4204	X-12740 [plasma]	PM	PM: X-12740	PM: X-12740
PM34352	4205	X-12742 [plasma]	PM	PM: X-12742	PM: X-12742
PM34384	4028	stachydrine [plasma]	PM	PM: stachydrine	PM: stachydrine
PM34389	3682	1-methylxanthine [plasma]	PM	PM: 1-methylxanthine	PM: 1-methylxanthine
PM34390	3777	7-methylxanthine [plasma]	PM	PM: 7-methylxanthine	PM: 7-methylxanthine
PM34395	3681	1-methylurate [plasma]	PM	PM: 1-methylurate	PM: 1-methylurate
PM34400	3668	1,7-dimethylurate [plasma]	PM	PM: 1,7-dimethylurate	PM: 1,7-dimethylurate
PM34404	3664	1,3,7-trimethylurate [plasma]	PM	PM: 1,3,7-trimethylurate	PM: 1,3,7-trimethylurate
PM34407	3926	isovalerylcarnitine [plasma]	PM	PM: isovalerylcarnitine	PM: isovalerylcarnitine
PM34409	4033	stearoylcarnitine [plasma]	PM	PM: stearoylcarnitine	PM: stearoylcarnitine
PM34416	3694	1-stearoylglycerophosphoethanolamine [plasma]	PM	PM: 1-stearoylglycerophosphoethanolamine	PM: 1-stearoylglycerophosphoethanolamine
PM34419	3678	1-linoleoylglycerophosphocholine [plasma]	PM	PM: 1-linoleoylglycerophosphocholine	PM: 1-linoleoylglycerophosphocholine
PM34456	3878	gamma-glutamylisoleucine* [plasma]	PM	PM: gamma-glutamylisoleucine*	PM: gamma-glutamylisoleucine*
PM34485	4209	X-12802 [plasma]	PM	PM: X-12802	PM: X-12802
PM34495	4210	X-12812 [plasma]	PM	PM: X-12812	PM: X-12812
PM34497	4212	X-12814 [plasma]	PM	PM: X-12814	PM: X-12814
PM34505	4216	X-12822 [plasma]	PM	PM: X-12822	PM: X-12822
PM34507	4218	X-12824 [plasma]	PM	PM: X-12824	PM: X-12824
PM34513	4219	X-12830 [plasma]	PM	PM: X-12830	PM: X-12830
PM34524	4193	X-12511 [plasma]	PM	PM: X-12511	PM: X-12511
PM34527	4222	X-12844 [plasma]	PM	PM: X-12844	PM: X-12844
PM34529	4223	X-12846 [plasma]	PM	PM: X-12846	PM: X-12846
PM34530	4224	X-12847 [plasma]	PM	PM: X-12847	PM: X-12847
PM34533	4225	X-12850 [plasma]	PM	PM: X-12850	PM: X-12850
PM34535	4226	X-12851 [plasma]	PM	PM: X-12851	PM: X-12851
PM34539	4227	X-12855 [plasma]	PM	PM: X-12855	PM: X-12855
PM34732	3925	isovalerate [plasma]	PM	PM: isovalerate	PM: isovalerate
PM34912	4229	X-13215 [plasma]	PM	PM: X-13215	PM: X-13215
PM35126	3997	phenylacetylglutamine [plasma]	PM	PM: phenylacetylglutamine	PM: phenylacetylglutamine
PM35127	4008	pro-hydroxy-pro [plasma]	PM	PM: pro-hydroxy-pro	PM: pro-hydroxy-pro
PM35136	3769	5-methyluridine (ribothymidine) [plasma]	PM	PM: 5-methyluridine (ribothymidine)	PM: 5-methyluridine (ribothymidine)
PM35159	3843	cysteine-glutathione disulfide [plasma]	PM	PM: cysteine-glutathione disulfide	PM: cysteine-glutathione disulfide
PM35160	3981	oleoylcarnitine [plasma]	PM	PM: oleoylcarnitine	PM: oleoylcarnitine
PM35186	3670	1-arachidonoylglycerophosphoethanolamine* [plasma]	PM	PM: 1-arachidonoylglycerophosphoethanolamine*	PM: 1-arachidonoylglycerophosphoethanolamine*
PM35187	4230	X-13429 [plasma]	PM	PM: X-13429	PM: X-13429
PM35189	4231	X-13431 [plasma]	PM	PM: X-13431	PM: X-13431
PM35193	4232	X-13435 [plasma]	PM	PM: X-13435	PM: X-13435
PM35254	3724	2-oleoylglycerophosphocholine* [plasma]	PM	PM: 2-oleoylglycerophosphocholine*	PM: 2-oleoylglycerophosphocholine*
PM35255	3729	2-stearoylglycerophosphocholine* [plasma]	PM	PM: 2-stearoylglycerophosphocholine*	PM: 2-stearoylglycerophosphocholine*
PM35256	3703	2-arachidonoylglycerophosphocholine* [plasma]	PM	PM: 2-arachidonoylglycerophosphocholine*	PM: 2-arachidonoylglycerophosphocholine*
PM35257	3718	2-linoleoylglycerophosphocholine* [plasma]	PM	PM: 2-linoleoylglycerophosphocholine*	PM: 2-linoleoylglycerophosphocholine*
PM35303	4234	X-13529 [plasma]	PM	PM: X-13529	PM: X-13529
PM35305	3691	1-palmitoylglycerophosphoinositol* [plasma]	PM	PM: 1-palmitoylglycerophosphoinositol*	PM: 1-palmitoylglycerophosphoinositol*
PM35320	3823	catechol sulfate [plasma]	PM	PM: catechol sulfate	PM: catechol sulfate
PM35331	4235	X-13553 [plasma]	PM	PM: X-13553	PM: X-13553
PM35335	4236	X-13557 [plasma]	PM	PM: X-13557	PM: X-13557
PM35428	4047	tiglyl carnitine [plasma]	PM	PM: tiglyl carnitine	PM: tiglyl carnitine
PM35431	3722	2-methylbutyrylcarnitine (C5) [plasma]	PM	PM: 2-methylbutyrylcarnitine (C5)	PM: 2-methylbutyrylcarnitine (C5)
PM35451	4238	X-13658 [plasma]	PM	PM: X-13658	PM: X-13658
PM35527	3759	4-hydroxyhippurate [plasma]	PM	PM: 4-hydroxyhippurate	PM: 4-hydroxyhippurate
PM35537	4241	X-13727 [plasma]	PM	PM: X-13727	PM: X-13727
PM35538	4242	X-13728 [plasma]	PM	PM: X-13728	PM: X-13728
PM35539	4243	X-13729 [plasma]	PM	PM: X-13729	PM: X-13729
PM35626	3683	1-myristoylglycerophosphocholine [plasma]	PM	PM: 1-myristoylglycerophosphocholine	PM: 1-myristoylglycerophosphocholine
PM35628	3686	1-oleoylglycerophosphoethanolamine [plasma]	PM	PM: 1-oleoylglycerophosphoethanolamine	PM: 1-oleoylglycerophosphoethanolamine
PM35631	3690	1-palmitoylglycerophosphoethanolamine [plasma]	PM	PM: 1-palmitoylglycerophosphoethanolamine	PM: 1-palmitoylglycerophosphoethanolamine
PM35638	4063	xylonate [plasma]	PM	PM: xylonate	PM: xylonate
PM35669	4040	tetradecanedioate [plasma]	PM	PM: tetradecanedioate	PM: tetradecanedioate
PM35675	3716	2-hydroxypalmitate [plasma]	PM	PM: 2-hydroxypalmitate	PM: 2-hydroxypalmitate
PM35678	3904	hexadecanedioate [plasma]	PM	PM: hexadecanedioate	PM: hexadecanedioate
PM35681	3723	2-myristoylglycerophosphocholine* [plasma]	PM	PM: 2-myristoylglycerophosphocholine*	PM: 2-myristoylglycerophosphocholine*
PM35687	3725	2-oleoylglycerophosphoethanolamine* [plasma]	PM	PM: 2-oleoylglycerophosphoethanolamine*	PM: 2-oleoylglycerophosphoethanolamine*
PM35688	3728	2-palmitoylglycerophosphoethanolamine* [plasma]	PM	PM: 2-palmitoylglycerophosphoethanolamine*	PM: 2-palmitoylglycerophosphoethanolamine*
PM35702	3805	beta-tocopherol [plasma]	PM	PM: beta-tocopherol	PM: beta-tocopherol
PM35718	3851	dihomo-linolenate (20:3n3 or n6) [plasma]	PM	PM: dihomo-linolenate (20:3n3 or n6)	PM: dihomo-linolenate (20:3n3 or n6)
PM35728	3666	1,3-dipalmitoylglycerol [plasma]	PM	PM: 1,3-dipalmitoylglycerol	PM: 1,3-dipalmitoylglycerol
PM35730	4246	X-13835 [plasma]	PM	PM: X-13835	PM: X-13835
PM35761	4247	X-13866 [plasma]	PM	PM: X-13866	PM: X-13866
PM35766	4248	X-13871 [plasma]	PM	PM: X-13871	PM: X-13871
PM35786	4249	X-13891 [plasma]	PM	PM: X-13891	PM: X-13891
PM35819	3726	2-palmitoleoylglycerophosphocholine* [plasma]	PM	PM: 2-palmitoleoylglycerophosphocholine*	PM: 2-palmitoleoylglycerophosphocholine*
PM35832	3983	ornithine [plasma]	PM	PM: ornithine	PM: ornithine
PM35838	3801	beta-alanine [plasma]	PM	PM: beta-alanine	PM: beta-alanine
PM35854	4043	threitol [plasma]	PM	PM: threitol	PM: threitol
PM35977	4252	X-14056 [plasma]	PM	PM: X-14056	PM: X-14056
PM36095	4046	thymol sulfate [plasma]	PM	PM: thymol sulfate	PM: thymol sulfate
PM36098	3765	4-vinylphenol sulfate [plasma]	PM	PM: 4-vinylphenol sulfate	PM: 4-vinylphenol sulfate
PM36099	3758	4-ethylphenylsulfate [plasma]	PM	PM: 4-ethylphenylsulfate	PM: 4-ethylphenylsulfate
PM36103	3986	p-cresol sulfate [plasma]	PM	PM: p-cresol sulfate	PM: p-cresol sulfate
PM36278	4253	X-14352 [plasma]	PM	PM: X-14352	PM: X-14352
PM36553	4255	X-14626 [plasma]	PM	PM: X-14626	PM: X-14626
PM36585	4256	X-14658 [plasma]	PM	PM: X-14658	PM: X-14658
PM36593	3719	2-linoleoylglycerophosphoethanolamine* [plasma]	PM	PM: 2-linoleoylglycerophosphoethanolamine*	PM: 2-linoleoylglycerophosphoethanolamine*
PM36746	3708	2-hydroxy-3-methylvalerate [plasma]	PM	PM: 2-hydroxy-3-methylvalerate	PM: 2-hydroxy-3-methylvalerate
PM36747	3848	deoxycarnitine [plasma]	PM	PM: deoxycarnitine	PM: deoxycarnitine
PM36754	3977	octadecanedioate [plasma]	PM	PM: octadecanedioate	PM: octadecanedioate
PM36776	3776	7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca) [plasma]	PM	PM: 7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)	PM: 7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)
PM36850	4039	taurolithocholate 3-sulfate [plasma]	PM	PM: taurolithocholate 3-sulfate	PM: taurolithocholate 3-sulfate
PM36966	4258	X-14939 [plasma]	PM	PM: X-14939	PM: X-14939
PM37060	3749	3-methylglutarylcarnitine (C6) [plasma]	PM	PM: 3-methylglutarylcarnitine (C6)	PM: 3-methylglutarylcarnitine (C6)
PM37097	4053	tryptophan betaine  [plasma]	PM	PM: tryptophan betaine	PM: tryptophan betaine
PM37104	3840	cyclo(leu-pro) [plasma]	PM	PM: cyclo(leu-pro)	PM: cyclo(leu-pro)
PM37112	3825	chiro-inositol [plasma]	PM	PM: chiro-inositol	PM: chiro-inositol
PM37172	3810	bisphenol A monosulfate [plasma]	PM	PM: bisphenol A monosulfate	PM: bisphenol A monosulfate
PM37173	3730	21-hydroxypregnenolone disulfate [plasma]	PM	PM: 21-hydroxypregnenolone disulfate	PM: 21-hydroxypregnenolone disulfate
PM37184	3771	5alpha-androstan-3alpha,17beta-diol disulfate [plasma]	PM	PM: 5alpha-androstan-3alpha,17beta-diol disulfate	PM: 5alpha-androstan-3alpha,17beta-diol disulfate
PM37187	3772	5alpha-androstan-3beta,17alpha-diol disulfate [plasma]	PM	PM: 5alpha-androstan-3beta,17alpha-diol disulfate	PM: 5alpha-androstan-3beta,17alpha-diol disulfate
PM37190	3773	5alpha-androstan-3beta,17beta-diol disulfate [plasma]	PM	PM: 5alpha-androstan-3beta,17beta-diol disulfate	PM: 5alpha-androstan-3beta,17beta-diol disulfate
PM37198	3775	5alpha-pregnan-3beta,20alpha-diol disulfate [plasma]	PM	PM: 5alpha-pregnan-3beta,20alpha-diol disulfate	PM: 5alpha-pregnan-3beta,20alpha-diol disulfate
PM37202	3756	4-androsten-3beta,17beta-diol disulfate 1* [plasma]	PM	PM: 4-androsten-3beta,17beta-diol disulfate 1*	PM: 4-androsten-3beta,17beta-diol disulfate 1*
PM37203	3757	4-androsten-3beta,17beta-diol disulfate 2* [plasma]	PM	PM: 4-androsten-3beta,17beta-diol disulfate 2*	PM: 4-androsten-3beta,17beta-diol disulfate 2*
PM37231	3673	1-docosapentaenoylglycerophosphocholine* [plasma]	PM	PM: 1-docosapentaenoylglycerophosphocholine*	PM: 1-docosapentaenoylglycerophosphocholine*
PM37253	3712	2-hydroxyglutarate [plasma]	PM	PM: 2-hydroxyglutarate	PM: 2-hydroxyglutarate
PM37364	4260	X-15222 [plasma]	PM	PM: X-15222	PM: X-15222
PM37366	3706	2-docosapentaenoylglycerophosphocholine* [plasma]	PM	PM: 2-docosapentaenoylglycerophosphocholine*	PM: 2-docosapentaenoylglycerophosphocholine*
PM37418	3692	1-pentadecanoylglycerophosphocholine* [plasma]	PM	PM: 1-pentadecanoylglycerophosphocholine*	PM: 1-pentadecanoylglycerophosphocholine*
PM37427	3868	erythrulose [plasma]	PM	PM: erythrulose	PM: erythrulose
PM37431	3967	N-methyl proline [plasma]	PM	PM: N-methyl proline	PM: N-methyl proline
PM37432	3958	N-acetyl-beta-alanine [plasma]	PM	PM: N-acetyl-beta-alanine	PM: N-acetyl-beta-alanine
PM37462	3875	gamma-CEHC [plasma]	PM	PM: gamma-CEHC	PM: gamma-CEHC
PM37478	3858	docosapentaenoate (n6 DPA; 22:5n6) [plasma]	PM	PM: docosapentaenoate (n6 DPA; 22:5n6)	PM: docosapentaenoate (n6 DPA; 22:5n6)
PM37506	3990	palmitoyl sphingomyelin [plasma]	PM	PM: palmitoyl sphingomyelin	PM: palmitoyl sphingomyelin
PM37622	4261	X-15375 [plasma]	PM	PM: X-15375	PM: X-15375
PM37629	4262	X-15382 [plasma]	PM	PM: X-15382	PM: X-15382
PM37732	4264	X-15484 [plasma]	PM	PM: X-15484	PM: X-15484
PM37734	4265	X-15486 [plasma]	PM	PM: X-15486	PM: X-15486
PM37745	4266	X-15497 [plasma]	PM	PM: X-15497	PM: X-15497
PM37750	4267	X-15502 [plasma]	PM	PM: X-15502	PM: X-15502
PM37751	4268	X-15503 [plasma]	PM	PM: X-15503	PM: X-15503
PM37752	3699	13-HODE + 9-HODE [plasma]	PM	PM: 13-HODE + 9-HODE	PM: 13-HODE + 9-HODE
PM37885	4271	X-15636 [plasma]	PM	PM: X-15636	PM: X-15636
PM37899	4272	X-15650 [plasma]	PM	PM: X-15650	PM: X-15650
PM37913	4273	X-15664 [plasma]	PM	PM: X-15664	PM: X-15664
PM37917	4274	X-15668 [plasma]	PM	PM: X-15668	PM: X-15668
PM37977	4275	X-15728 [plasma]	PM	PM: X-15728	PM: X-15728
PM38002	3663	1,2-propanediol [plasma]	PM	PM: 1,2-propanediol	PM: 1,2-propanediol
PM38063	4276	X-15808 [plasma]	PM	PM: X-15808	PM: X-15808
PM38075	3795	arabitol [plasma]	PM	PM: arabitol	PM: arabitol
PM38170	4007	pregnenolone sulfate [plasma]	PM	PM: pregnenolone sulfate	PM: pregnenolone sulfate
PM38178	3830	cis-4-decenoyl carnitine [plasma]	PM	PM: cis-4-decenoyl carnitine	PM: cis-4-decenoyl carnitine
PM38296	3701	17-methylstearate [plasma]	PM	PM: 17-methylstearate	PM: 17-methylstearate
PM38526	4278	X-16083 [plasma]	PM	PM: X-16083	PM: X-16083
PM38532	4279	X-16089 [plasma]	PM	PM: X-16089	PM: X-16089
PM38571	4281	X-16124 [plasma]	PM	PM: X-16124	PM: X-16124
PM38637	3829	cinnamoylglycine [plasma]	PM	PM: cinnamoylglycine	PM: cinnamoylglycine
PM38768	3700	15-methylpalmitate (isobar with 2-methylpalmitate) [plasma]	PM	PM: 15-methylpalmitate (isobar with 2-methylpalmitate)	PM: 15-methylpalmitate (isobar with 2-methylpalmitate)
PM38772	4283	X-16206 [plasma]	PM	PM: X-16206	PM: X-16206
PM39053	4286	X-16480 [plasma]	PM	PM: X-16480	PM: X-16480
PM39149	4288	X-16576 [plasma]	PM	PM: X-16576	PM: X-16576
PM39230	4291	X-16654 [plasma]	PM	PM: X-16654	PM: X-16654
PM39379	3901	glycoursodeoxycholate [plasma]	PM	PM: glycoursodeoxycholate	PM: glycoursodeoxycholate
PM39450	4292	X-16869 [plasma]	PM	PM: X-16869	PM: X-16869
PM39511	3815	campesterol [plasma]	PM	PM: campesterol	PM: campesterol
PM39515	4293	X-16932 [plasma]	PM	PM: X-16932	PM: X-16932
PM39517	4295	X-16934 [plasma]	PM	PM: X-16934	PM: X-16934
PM39518	4296	X-16935 [plasma]	PM	PM: X-16935	PM: X-16935
PM39521	4297	X-16938 [plasma]	PM	PM: X-16938	PM: X-16938
PM39523	4298	X-16940 [plasma]	PM	PM: X-16940	PM: X-16940
PM39529	4300	X-16946 [plasma]	PM	PM: X-16946	PM: X-16946
PM39561	4303	X-16975 [plasma]	PM	PM: X-16975	PM: X-16975
PM39592	4019	S-methylcysteine [plasma]	PM	PM: S-methylcysteine	PM: S-methylcysteine
PM39600	3740	3-hydroxyhippurate [plasma]	PM	PM: 3-hydroxyhippurate	PM: 3-hydroxyhippurate
PM39800	4305	X-17137 [plasma]	PM	PM: X-17137	PM: X-17137
PM39802	4306	X-17138 [plasma]	PM	PM: X-17138	PM: X-17138
PM39812	4307	X-17148 [plasma]	PM	PM: X-17148	PM: X-17148
PM39827	4308	X-17162 [plasma]	PM	PM: X-17162	PM: X-17162
PM39855	4309	X-17185 [plasma]	PM	PM: X-17185	PM: X-17185
PM39864	3931	lathosterol [plasma]	PM	PM: lathosterol	PM: lathosterol
PM39962	4311	X-17254 [plasma]	PM	PM: X-17254	PM: X-17254
PM39979	4312	X-17269 [plasma]	PM	PM: X-17269	PM: X-17269
PM40097	4313	X-17299 [plasma]	PM	PM: X-17299	PM: X-17299
PM40126	4315	X-17328 [plasma]	PM	PM: X-17328	PM: X-17328
PM40134	4316	X-17336 [plasma]	PM	PM: X-17336	PM: X-17336
PM40135	4317	X-17337 [plasma]	PM	PM: X-17337	PM: X-17337
PM40143	4156	X-12107 [plasma]	PM	PM: X-12107	PM: X-12107
PM40145	4318	X-17345 [plasma]	PM	PM: X-17345	PM: X-17345
PM40154	4320	X-17347 [plasma]	PM	PM: X-17347	PM: X-17347
PM40165	4325	X-17357 [plasma]	PM	PM: X-17357	PM: X-17357
PM40173	3929	L-urobilin [plasma]	PM	PM: L-urobilin	PM: L-urobilin
PM40199	4233	X-13483 [plasma]	PM	PM: X-13483	PM: X-13483
PM40250	4331	X-17425 [plasma]	PM	PM: X-17425	PM: X-17425
PM40264	3753	3-phosphoglycerate [plasma]	PM	PM: 3-phosphoglycerate	PM: 3-phosphoglycerate
PM40267	4332	X-17438 [plasma]	PM	PM: X-17438	PM: X-17438
PM40282	4336	X-17453 [plasma]	PM	PM: X-17453	PM: X-17453
PM40286	4338	X-17457 [plasma]	PM	PM: X-17457	PM: X-17457
PM40332	4346	X-17502 [plasma]	PM	PM: X-17502	PM: X-17502
PM40469	3968	N1-Methyl-2-pyridone-5-carboxamide [plasma]	PM	PM: N1-Methyl-2-pyridone-5-carboxamide	PM: N1-Methyl-2-pyridone-5-carboxamide
PM40480	3951	methyl-beta-glucopyranoside [plasma]	PM	PM: methyl-beta-glucopyranoside	PM: methyl-beta-glucopyranoside
PM40481	3852	dihydroferulic acid [plasma]	PM	PM: dihydroferulic acid	PM: dihydroferulic acid
PM40553	4348	X-17612 [plasma]	PM	PM: X-17612	PM: X-17612
